customer_id,month,event_date,tier,monthly_revenue,churned,engagement_score,tenure_months
CUST-00067,2,2022-12-07,Basic,29.25,False,47.971659175676834,2
CUST-00067,3,2023-01-06,Basic,29.25,False,47.971659175676834,3
CUST-00067,4,2023-02-05,Basic,29.25,False,47.971659175676834,4
CUST-00067,5,2023-03-07,Basic,29.25,False,47.971659175676834,5
CUST-00067,6,2023-04-06,Basic,29.25,False,47.971659175676834,6
CUST-00067,7,2023-05-06,Basic,29.25,False,47.971659175676834,7
CUST-00067,8,2023-06-05,Basic,29.25,False,47.971659175676834,8
CUST-00067,9,2023-07-05,Basic,29.25,False,47.971659175676834,9
CUST-00067,10,2023-08-04,Basic,29.25,True,47.971659175676834,10
CUST-00072,1,2022-10-26,Pro,69.3,False,54.72116722221894,1
CUST-00072,2,2022-11-25,Pro,69.3,False,54.72116722221894,2
CUST-00072,3,2022-12-25,Pro,69.3,False,54.72116722221894,3
CUST-00072,4,2023-01-24,Pro,69.3,False,54.72116722221894,4
CUST-00072,5,2023-02-23,Pro,69.3,False,54.72116722221894,5
CUST-00072,6,2023-03-25,Pro,69.3,True,54.72116722221894,6
CUST-00090,1,2022-09-22,Basic,25.5,False,18.64544727833737,1
CUST-00090,2,2022-10-22,Basic,25.5,False,18.64544727833737,2
CUST-00090,3,2022-11-21,Basic,25.5,False,18.64544727833737,3
CUST-00090,4,2022-12-21,Basic,25.5,False,18.64544727833737,4
CUST-00090,5,2023-01-20,Basic,25.5,False,18.64544727833737,5
CUST-00090,6,2023-02-19,Basic,25.5,False,18.64544727833737,6
CUST-00090,7,2023-03-21,Basic,25.5,False,18.64544727833737,7
CUST-00090,8,2023-04-20,Basic,25.5,False,18.64544727833737,8
CUST-00090,9,2023-05-20,Basic,25.5,False,18.64544727833737,9
CUST-00090,10,2023-06-19,Basic,25.5,False,18.64544727833737,10
CUST-00090,11,2023-07-19,Basic,25.5,False,18.64544727833737,11
CUST-00090,12,2023-08-18,Basic,25.5,False,18.64544727833737,12
CUST-00090,13,2023-09-17,Basic,25.5,False,18.64544727833737,13
CUST-00090,14,2023-10-17,Basic,25.5,False,18.64544727833737,14
CUST-00090,15,2023-11-16,Basic,25.5,False,18.64544727833737,15
CUST-00090,16,2023-12-16,Basic,25.5,False,18.64544727833737,16
CUST-00091,1,2022-07-01,Basic,29.0,False,27.210758956188975,1
CUST-00091,2,2022-07-31,Basic,29.0,False,27.210758956188975,2
CUST-00091,3,2022-08-30,Basic,29.0,False,27.210758956188975,3
CUST-00091,4,2022-09-29,Basic,29.0,False,27.210758956188975,4
CUST-00091,5,2022-10-29,Basic,29.0,True,27.210758956188975,5
CUST-00092,1,2023-05-03,Pro,63.2,False,23.74213914056787,1
CUST-00092,2,2023-06-02,Pro,63.2,True,23.74213914056787,2
CUST-00096,1,2023-12-20,Basic,34.0,False,69.81166918027266,1
CUST-00103,1,2022-02-16,Pro,63.2,False,4.625955255094418,1
CUST-00103,2,2022-03-18,Pro,63.2,False,4.625955255094418,2
CUST-00103,3,2022-04-17,Pro,63.2,False,4.625955255094418,3
CUST-00103,4,2022-05-17,Pro,63.2,True,4.625955255094418,4
CUST-00105,1,2023-03-01,Enterprise,199.0,False,59.93599099294805,1
CUST-00105,2,2023-03-31,Enterprise,199.0,False,59.93599099294805,2
CUST-00105,3,2023-04-30,Enterprise,199.0,False,59.93599099294805,3
CUST-00105,4,2023-05-30,Enterprise,199.0,False,59.93599099294805,4
CUST-00105,5,2023-06-29,Enterprise,199.0,False,59.93599099294805,5
CUST-00105,6,2023-07-29,Enterprise,199.0,False,59.93599099294805,6
CUST-00105,7,2023-08-28,Enterprise,199.0,False,59.93599099294805,7
CUST-00105,8,2023-09-27,Enterprise,199.0,False,59.93599099294805,8
CUST-00105,9,2023-10-27,Enterprise,199.0,False,59.93599099294805,9
CUST-00105,10,2023-11-26,Enterprise,199.0,False,59.93599099294805,10
CUST-00105,11,2023-12-26,Enterprise,199.0,False,59.93599099294805,11
CUST-00108,1,2022-08-19,Pro,79.0,False,28.19825999810105,1
CUST-00108,2,2022-09-18,Pro,79.0,False,28.19825999810105,2
CUST-00108,3,2022-10-18,Pro,79.0,False,28.19825999810105,3
CUST-00108,4,2022-11-17,Pro,79.0,False,28.19825999810105,4
CUST-00108,5,2022-12-17,Pro,79.0,False,28.19825999810105,5
CUST-00108,6,2023-01-16,Pro,79.0,True,28.19825999810105,6
CUST-00111,1,2022-08-20,Basic,20.4,False,34.504311777007345,1
CUST-00111,2,2022-09-19,Basic,20.4,False,34.504311777007345,2
CUST-00111,3,2022-10-19,Basic,20.4,True,34.504311777007345,3
CUST-00116,1,2023-04-29,Basic,29.25,False,41.2297141570381,1
CUST-00116,2,2023-05-29,Basic,29.25,False,41.2297141570381,2
CUST-00116,3,2023-06-28,Basic,29.25,False,41.2297141570381,3
CUST-00116,4,2023-07-28,Basic,29.25,False,41.2297141570381,4
CUST-00116,5,2023-08-27,Basic,29.25,False,41.2297141570381,5
CUST-00116,6,2023-09-26,Basic,29.25,False,41.2297141570381,6
CUST-00116,7,2023-10-26,Basic,29.25,False,41.2297141570381,7
CUST-00116,8,2023-11-25,Basic,29.25,False,41.2297141570381,8
CUST-00116,9,2023-12-25,Basic,29.25,False,41.2297141570381,9
CUST-00117,1,2022-06-10,Enterprise,143.20000000000002,False,33.24514471488011,1
CUST-00117,2,2022-07-10,Enterprise,143.20000000000002,False,33.24514471488011,2
CUST-00117,3,2022-08-09,Enterprise,143.20000000000002,False,33.24514471488011,3
CUST-00117,4,2022-09-08,Enterprise,143.20000000000002,False,33.24514471488011,4
CUST-00117,5,2022-10-08,Enterprise,143.20000000000002,False,33.24514471488011,5
CUST-00117,6,2022-11-07,Enterprise,143.20000000000002,False,33.24514471488011,6
CUST-00117,7,2022-12-07,Enterprise,143.20000000000002,False,33.24514471488011,7
CUST-00117,8,2023-01-06,Enterprise,143.20000000000002,False,33.24514471488011,8
CUST-00117,9,2023-02-05,Enterprise,143.20000000000002,False,33.24514471488011,9
CUST-00117,10,2023-03-07,Enterprise,143.20000000000002,False,33.24514471488011,10
CUST-00117,11,2023-04-06,Enterprise,143.20000000000002,False,33.24514471488011,11
CUST-00117,12,2023-05-06,Enterprise,143.20000000000002,False,33.24514471488011,12
CUST-00117,13,2023-06-05,Enterprise,143.20000000000002,False,33.24514471488011,13
CUST-00117,14,2023-07-05,Enterprise,143.20000000000002,False,33.24514471488011,14
CUST-00117,15,2023-08-04,Enterprise,143.20000000000002,False,33.24514471488011,15
CUST-00117,16,2023-09-03,Enterprise,143.20000000000002,False,33.24514471488011,16
CUST-00117,17,2023-10-03,Enterprise,143.20000000000002,False,33.24514471488011,17
CUST-00117,18,2023-11-02,Enterprise,143.20000000000002,False,33.24514471488011,18
CUST-00117,19,2023-12-02,Enterprise,143.20000000000002,False,33.24514471488011,19
CUST-00133,1,2022-04-18,Basic,24.0,False,36.968290728218555,1
CUST-00133,2,2022-05-18,Basic,24.0,False,36.968290728218555,2
CUST-00133,3,2022-06-17,Basic,24.0,False,36.968290728218555,3
CUST-00133,4,2022-07-17,Basic,24.0,False,36.968290728218555,4
CUST-00133,5,2022-08-16,Basic,24.0,False,36.968290728218555,5
CUST-00133,6,2022-09-15,Basic,24.0,False,36.968290728218555,6
CUST-00133,7,2022-10-15,Basic,24.0,False,36.968290728218555,7
CUST-00133,8,2022-11-14,Basic,24.0,False,36.968290728218555,8
CUST-00133,9,2022-12-14,Basic,24.0,False,36.968290728218555,9
CUST-00133,10,2023-01-13,Basic,24.0,False,36.968290728218555,10
CUST-00133,11,2023-02-12,Basic,24.0,False,36.968290728218555,11
CUST-00133,12,2023-03-14,Basic,24.0,False,36.968290728218555,12
CUST-00133,13,2023-04-13,Basic,24.0,False,36.968290728218555,13
CUST-00133,14,2023-05-13,Basic,24.0,False,36.968290728218555,14
CUST-00133,15,2023-06-12,Basic,24.0,False,36.968290728218555,15
CUST-00133,16,2023-07-12,Basic,24.0,True,36.968290728218555,16
CUST-00141,1,2023-09-17,Pro,51.75,False,64.17441540763146,1
CUST-00141,2,2023-10-17,Pro,51.75,False,64.17441540763146,2
CUST-00141,3,2023-11-16,Pro,51.75,False,64.17441540763146,3
CUST-00141,4,2023-12-16,Pro,51.75,False,64.17441540763146,4
CUST-00146,1,2023-05-09,Pro,55.3,False,39.493957511739644,1
CUST-00146,2,2023-06-08,Pro,55.3,False,39.493957511739644,2
CUST-00146,3,2023-07-08,Pro,55.3,False,39.493957511739644,3
CUST-00146,4,2023-08-07,Pro,55.3,False,39.493957511739644,4
CUST-00146,5,2023-09-06,Pro,55.3,False,39.493957511739644,5
CUST-00146,6,2023-10-06,Pro,55.3,False,39.493957511739644,6
CUST-00146,7,2023-11-05,Pro,55.3,False,39.493957511739644,7
CUST-00146,8,2023-12-05,Pro,55.3,False,39.493957511739644,8
CUST-00151,1,2023-12-12,Pro,69.3,False,37.949186818892,1
CUST-00167,1,2023-06-18,Pro,74.25,True,32.787174600556355,1
CUST-00176,1,2023-02-01,Basic,24.0,False,16.851675454910097,1
CUST-00176,2,2023-03-03,Basic,24.0,False,16.851675454910097,2
CUST-00176,3,2023-04-02,Basic,24.0,False,16.851675454910097,3
CUST-00176,4,2023-05-02,Basic,24.0,False,16.851675454910097,4
CUST-00176,5,2023-06-01,Basic,24.0,False,16.851675454910097,5
CUST-00176,6,2023-07-01,Basic,24.0,False,16.851675454910097,6
CUST-00176,7,2023-07-31,Basic,24.0,False,16.851675454910097,7
CUST-00176,8,2023-08-30,Basic,24.0,False,16.851675454910097,8
CUST-00176,9,2023-09-29,Basic,24.0,False,16.851675454910097,9
CUST-00176,10,2023-10-29,Basic,24.0,False,16.851675454910097,10
CUST-00176,11,2023-11-28,Basic,24.0,False,16.851675454910097,11
CUST-00176,12,2023-12-28,Basic,24.0,False,16.851675454910097,12
CUST-00180,1,2022-01-15,Pro,69.0,False,36.53629787924895,1
CUST-00180,2,2022-02-14,Pro,69.0,False,36.53629787924895,2
CUST-00180,3,2022-03-16,Pro,69.0,False,36.53629787924895,3
CUST-00180,4,2022-04-15,Pro,69.0,True,36.53629787924895,4
CUST-00185,1,2022-05-09,Pro,59.25,True,60.1488472229872,1
CUST-00193,1,2022-04-12,Pro,69.0,False,62.48401266986172,1
CUST-00193,2,2022-05-12,Pro,69.0,False,62.48401266986172,2
CUST-00193,3,2022-06-11,Pro,69.0,True,62.48401266986172,3
CUST-00196,1,2023-07-14,Basic,29.0,True,81.5372450683407,1
CUST-00200,1,2023-05-16,Pro,79.0,False,70.43994865235366,1
CUST-00200,2,2023-06-15,Pro,79.0,False,70.43994865235366,2
CUST-00200,3,2023-07-15,Pro,79.0,False,70.43994865235366,3
CUST-00200,4,2023-08-14,Pro,79.0,False,70.43994865235366,4
CUST-00200,5,2023-09-13,Pro,79.0,False,70.43994865235366,5
CUST-00200,6,2023-10-13,Pro,79.0,False,70.43994865235366,6
CUST-00200,7,2023-11-12,Pro,79.0,False,70.43994865235366,7
CUST-00200,8,2023-12-12,Pro,79.0,False,70.43994865235366,8
CUST-00225,1,2023-09-09,Basic,24.65,False,42.27188697809393,1
CUST-00225,2,2023-10-09,Basic,24.65,False,42.27188697809393,2
CUST-00225,3,2023-11-08,Basic,24.65,False,42.27188697809393,3
CUST-00225,4,2023-12-08,Basic,24.65,False,42.27188697809393,4
CUST-00227,1,2022-09-07,Basic,20.4,False,24.721592984168513,1
CUST-00227,2,2022-10-07,Basic,20.4,True,24.721592984168513,2
CUST-00228,1,2023-09-09,Pro,69.0,False,42.66060642265202,1
CUST-00228,2,2023-10-09,Pro,69.0,False,42.66060642265202,2
CUST-00228,3,2023-11-08,Pro,69.0,False,42.66060642265202,3
CUST-00228,4,2023-12-08,Pro,69.0,True,42.66060642265202,4
CUST-00230,1,2022-01-22,Basic,24.0,False,40.55500495250307,1
CUST-00230,2,2022-02-21,Basic,24.0,False,40.55500495250307,2
CUST-00230,3,2022-03-23,Basic,24.0,False,40.55500495250307,3
CUST-00230,4,2022-04-22,Basic,24.0,False,40.55500495250307,4
CUST-00230,5,2022-05-22,Basic,24.0,False,40.55500495250307,5
CUST-00230,6,2022-06-21,Basic,24.0,False,40.55500495250307,6
CUST-00230,7,2022-07-21,Basic,24.0,False,40.55500495250307,7
CUST-00230,8,2022-08-20,Basic,24.0,False,40.55500495250307,8
CUST-00230,9,2022-09-19,Basic,24.0,False,40.55500495250307,9
CUST-00230,10,2022-10-19,Basic,24.0,False,40.55500495250307,10
CUST-00230,11,2022-11-18,Basic,24.0,False,40.55500495250307,11
CUST-00230,12,2022-12-18,Basic,24.0,False,40.55500495250307,12
CUST-00230,13,2023-01-17,Basic,24.0,False,40.55500495250307,13
CUST-00230,14,2023-02-16,Basic,24.0,False,40.55500495250307,14
CUST-00230,15,2023-03-18,Basic,24.0,False,40.55500495250307,15
CUST-00230,16,2023-04-17,Basic,24.0,False,40.55500495250307,16
CUST-00230,17,2023-05-17,Basic,24.0,False,40.55500495250307,17
CUST-00230,18,2023-06-16,Basic,24.0,False,40.55500495250307,18
CUST-00230,19,2023-07-16,Basic,24.0,False,40.55500495250307,19
CUST-00230,20,2023-08-15,Basic,24.0,False,40.55500495250307,20
CUST-00230,21,2023-09-14,Basic,24.0,True,40.55500495250307,21
CUST-00235,1,2022-09-06,Enterprise,152.15,False,32.672608564397436,1
CUST-00235,2,2022-10-06,Enterprise,152.15,False,32.672608564397436,2
CUST-00235,3,2022-11-05,Enterprise,152.15,False,32.672608564397436,3
CUST-00235,4,2022-12-05,Enterprise,152.15,False,32.672608564397436,4
CUST-00235,5,2023-01-04,Enterprise,152.15,False,32.672608564397436,5
CUST-00235,6,2023-02-03,Enterprise,152.15,False,32.672608564397436,6
CUST-00235,7,2023-03-05,Enterprise,152.15,False,32.672608564397436,7
CUST-00235,8,2023-04-04,Enterprise,152.15,True,32.672608564397436,8
CUST-00237,1,2022-02-16,Pro,75.64999999999999,False,50.33862732106186,1
CUST-00237,2,2022-03-18,Pro,75.64999999999999,False,50.33862732106186,2
CUST-00237,3,2022-04-17,Pro,75.64999999999999,True,50.33862732106186,3
CUST-00238,1,2022-12-19,Pro,79.0,True,86.92913414666032,1
CUST-00242,1,2022-10-27,Pro,89.0,False,78.0072628944792,1
CUST-00242,2,2022-11-26,Pro,89.0,False,78.0072628944792,2
CUST-00242,3,2022-12-26,Pro,89.0,True,78.0072628944792,3
CUST-00244,1,2023-05-27,Pro,89.0,False,74.21254146133988,1
CUST-00244,2,2023-06-26,Pro,89.0,False,74.21254146133988,2
CUST-00244,3,2023-07-26,Pro,89.0,False,74.21254146133988,3
CUST-00244,4,2023-08-25,Pro,89.0,False,74.21254146133988,4
CUST-00244,5,2023-09-24,Pro,89.0,False,74.21254146133988,5
CUST-00244,6,2023-10-24,Pro,89.0,False,74.21254146133988,6
CUST-00244,7,2023-11-23,Pro,89.0,False,74.21254146133988,7
CUST-00244,8,2023-12-23,Pro,89.0,False,74.21254146133988,8
CUST-00246,1,2023-07-21,Enterprise,169.15,False,21.68907883930426,1
CUST-00246,2,2023-08-20,Enterprise,169.15,False,21.68907883930426,2
CUST-00246,3,2023-09-19,Enterprise,169.15,False,21.68907883930426,3
CUST-00246,4,2023-10-19,Enterprise,169.15,False,21.68907883930426,4
CUST-00246,5,2023-11-18,Enterprise,169.15,False,21.68907883930426,5
CUST-00246,6,2023-12-18,Enterprise,169.15,False,21.68907883930426,6
CUST-00247,1,2022-05-30,Pro,69.0,True,70.63783162360022,1
CUST-00249,1,2023-08-28,Pro,89.0,False,54.42129514594832,1
CUST-00249,2,2023-09-27,Pro,89.0,False,54.42129514594832,2
CUST-00249,3,2023-10-27,Pro,89.0,False,54.42129514594832,3
CUST-00249,4,2023-11-26,Pro,89.0,False,54.42129514594832,4
CUST-00249,5,2023-12-26,Pro,89.0,False,54.42129514594832,5
CUST-00250,1,2023-05-14,Pro,66.75,False,34.61791482382062,1
CUST-00250,2,2023-06-13,Pro,66.75,False,34.61791482382062,2
CUST-00250,3,2023-07-13,Pro,66.75,False,34.61791482382062,3
CUST-00250,4,2023-08-12,Pro,66.75,False,34.61791482382062,4
CUST-00250,5,2023-09-11,Pro,66.75,False,34.61791482382062,5
CUST-00250,6,2023-10-11,Pro,66.75,False,34.61791482382062,6
CUST-00250,7,2023-11-10,Pro,66.75,False,34.61791482382062,7
CUST-00250,8,2023-12-10,Pro,66.75,False,34.61791482382062,8
CUST-00256,1,2022-04-24,Pro,69.0,False,49.668283791714586,1
CUST-00256,2,2022-05-24,Pro,69.0,False,49.668283791714586,2
CUST-00256,3,2022-06-23,Pro,69.0,False,49.668283791714586,3
CUST-00256,4,2022-07-23,Pro,69.0,False,49.668283791714586,4
CUST-00256,5,2022-08-22,Pro,69.0,False,49.668283791714586,5
CUST-00256,6,2022-09-21,Pro,69.0,False,49.668283791714586,6
CUST-00256,7,2022-10-21,Pro,69.0,False,49.668283791714586,7
CUST-00256,8,2022-11-20,Pro,69.0,False,49.668283791714586,8
CUST-00256,9,2022-12-20,Pro,69.0,True,49.668283791714586,9
CUST-00275,1,2023-07-18,Enterprise,179.0,False,45.488146693439404,1
CUST-00275,2,2023-08-17,Enterprise,179.0,False,45.488146693439404,2
CUST-00275,3,2023-09-16,Enterprise,179.0,False,45.488146693439404,3
CUST-00275,4,2023-10-16,Enterprise,179.0,False,45.488146693439404,4
CUST-00275,5,2023-11-15,Enterprise,179.0,False,45.488146693439404,5
CUST-00275,6,2023-12-15,Enterprise,179.0,False,45.488146693439404,6
CUST-00277,1,2022-06-07,Pro,69.0,False,44.78527291876519,1
CUST-00277,2,2022-07-07,Pro,69.0,False,44.78527291876519,2
CUST-00277,3,2022-08-06,Pro,69.0,False,44.78527291876519,3
CUST-00277,4,2022-09-05,Pro,69.0,False,44.78527291876519,4
CUST-00277,5,2022-10-05,Pro,69.0,False,44.78527291876519,5
CUST-00277,6,2022-11-04,Pro,69.0,False,44.78527291876519,6
CUST-00277,7,2022-12-04,Pro,69.0,False,44.78527291876519,7
CUST-00277,8,2023-01-03,Pro,69.0,False,44.78527291876519,8
CUST-00277,9,2023-02-02,Pro,69.0,False,44.78527291876519,9
CUST-00277,10,2023-03-04,Pro,69.0,False,44.78527291876519,10
CUST-00277,11,2023-04-03,Pro,69.0,False,44.78527291876519,11
CUST-00277,12,2023-05-03,Pro,69.0,False,44.78527291876519,12
CUST-00277,13,2023-06-02,Pro,69.0,False,44.78527291876519,13
CUST-00277,14,2023-07-02,Pro,69.0,False,44.78527291876519,14
CUST-00277,15,2023-08-01,Pro,69.0,False,44.78527291876519,15
CUST-00277,16,2023-08-31,Pro,69.0,False,44.78527291876519,16
CUST-00277,17,2023-09-30,Pro,69.0,False,44.78527291876519,17
CUST-00277,18,2023-10-30,Pro,69.0,False,44.78527291876519,18
CUST-00277,19,2023-11-29,Pro,69.0,False,44.78527291876519,19
CUST-00277,20,2023-12-29,Pro,69.0,False,44.78527291876519,20
CUST-00304,1,2022-10-13,Pro,55.2,False,14.59139893427796,1
CUST-00304,2,2022-11-12,Pro,55.2,True,14.59139893427796,2
CUST-00310,1,2023-11-23,Basic,18.0,False,70.17536974767894,1
CUST-00310,2,2023-12-23,Basic,18.0,False,70.17536974767894,2
CUST-00316,1,2022-03-15,Basic,18.0,True,54.166155928462025,1
CUST-00321,1,2022-03-14,Basic,24.0,False,62.14344786660092,1
CUST-00321,2,2022-04-13,Basic,24.0,False,62.14344786660092,2
CUST-00321,3,2022-05-13,Basic,24.0,False,62.14344786660092,3
CUST-00321,4,2022-06-12,Basic,24.0,False,62.14344786660092,4
CUST-00321,5,2022-07-12,Basic,24.0,False,62.14344786660092,5
CUST-00321,6,2022-08-11,Basic,24.0,False,62.14344786660092,6
CUST-00321,7,2022-09-10,Basic,24.0,False,62.14344786660092,7
CUST-00321,8,2022-10-10,Basic,24.0,False,62.14344786660092,8
CUST-00321,9,2022-11-09,Basic,24.0,False,62.14344786660092,9
CUST-00321,10,2022-12-09,Basic,24.0,False,62.14344786660092,10
CUST-00321,11,2023-01-08,Basic,24.0,False,62.14344786660092,11
CUST-00321,12,2023-02-07,Basic,24.0,True,62.14344786660092,12
CUST-00337,1,2023-03-04,Pro,84.14999999999999,False,5.545439467318992,1
CUST-00337,2,2023-04-03,Pro,84.14999999999999,False,5.545439467318992,2
CUST-00337,3,2023-05-03,Pro,84.14999999999999,False,5.545439467318992,3
CUST-00337,4,2023-06-02,Pro,84.14999999999999,False,5.545439467318992,4
CUST-00337,5,2023-07-02,Pro,84.14999999999999,False,5.545439467318992,5
CUST-00337,6,2023-08-01,Pro,84.14999999999999,False,5.545439467318992,6
CUST-00337,7,2023-08-31,Pro,84.14999999999999,False,5.545439467318992,7
CUST-00337,8,2023-09-30,Pro,84.14999999999999,False,5.545439467318992,8
CUST-00337,9,2023-10-30,Pro,84.14999999999999,False,5.545439467318992,9
CUST-00337,10,2023-11-29,Pro,84.14999999999999,False,5.545439467318992,10
CUST-00337,11,2023-12-29,Pro,84.14999999999999,False,5.545439467318992,11
CUST-00341,1,2023-08-30,Basic,20.4,False,41.6743568759254,1
CUST-00341,2,2023-09-29,Basic,20.4,False,41.6743568759254,2
CUST-00341,3,2023-10-29,Basic,20.4,True,41.6743568759254,3
CUST-00352,1,2022-10-09,Pro,79.2,False,70.06344335705519,1
CUST-00352,2,2022-11-08,Pro,79.2,False,70.06344335705519,2
CUST-00352,3,2022-12-08,Pro,79.2,False,70.06344335705519,3
CUST-00352,4,2023-01-07,Pro,79.2,False,70.06344335705519,4
CUST-00352,5,2023-02-06,Pro,79.2,False,70.06344335705519,5
CUST-00352,6,2023-03-08,Pro,79.2,False,70.06344335705519,6
CUST-00352,7,2023-04-07,Pro,79.2,False,70.06344335705519,7
CUST-00352,8,2023-05-07,Pro,79.2,False,70.06344335705519,8
CUST-00352,9,2023-06-06,Pro,79.2,False,70.06344335705519,9
CUST-00352,10,2023-07-06,Pro,79.2,False,70.06344335705519,10
CUST-00352,11,2023-08-05,Pro,79.2,False,70.06344335705519,11
CUST-00352,12,2023-09-04,Pro,79.2,False,70.06344335705519,12
CUST-00352,13,2023-10-04,Pro,79.2,False,70.06344335705519,13
CUST-00352,14,2023-11-03,Pro,79.2,False,70.06344335705519,14
CUST-00352,15,2023-12-03,Pro,79.2,False,70.06344335705519,15
CUST-00370,1,2022-04-27,Pro,79.0,False,77.27753206938621,1
CUST-00370,2,2022-05-27,Pro,79.0,False,77.27753206938621,2
CUST-00370,3,2022-06-26,Pro,79.0,False,77.27753206938621,3
CUST-00370,4,2022-07-26,Pro,79.0,False,77.27753206938621,4
CUST-00370,5,2022-08-25,Pro,79.0,False,77.27753206938621,5
CUST-00370,6,2022-09-24,Pro,79.0,False,77.27753206938621,6
CUST-00370,7,2022-10-24,Pro,79.0,False,77.27753206938621,7
