customer_id,signup_date,segment,company_size,industry,tier,price_offered,discount_type,discount_percent,final_price,converted,engagement_score,treated,segment_enterprise,segment_mid_market,segment_smb,segment_startup,tier_Basic,tier_Enterprise,tier_Pro,industry_Finance,industry_Healthcare,industry_Other,industry_Retail,industry_Technology,price_offered_normalized,engagement_normalized,propensity_score,match_id
CUST-00028,2022-08-14,smb,11-50,Healthcare,Pro,99,early_bird,0.15,84.14999999999999,False,41.70138303477303,1,False,False,True,False,False,False,True,False,True,False,False,False,0.21849244076361776,-0.3621750428592171,0.48894199140580197,16
CUST-00036,2022-12-15,smb,11-50,Healthcare,Pro,69,early_bird,0.15,58.65,False,59.096615578901066,1,False,False,True,False,False,False,True,False,True,False,False,False,-0.24104017441505124,0.41689392968160566,0.5110550724279332,17
CUST-00037,2022-10-12,startup,1-10,Retail,Basic,24,annual_upfront,0.25,18.0,False,60.05093729481652,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,0.4596345160351132,0.4817943766078082,18
CUST-00039,2022-08-09,startup,1-10,Other,Basic,29,seasonal,0.2,23.200000000000003,False,58.64521903282805,1,False,False,False,True,True,False,False,False,False,True,False,False,-0.8537503279866099,0.39667752599367173,0.4774352834927867,19
CUST-00040,2022-12-11,smb,11-50,Healthcare,Pro,89,retention,0.3,62.3,False,86.569333072458,1,False,False,True,False,False,False,True,False,True,False,False,False,0.0653149023707281,1.6472966699907352,0.4999393533287854,20
CUST-00041,2022-04-15,startup,1-10,Technology,Basic,34,seasonal,0.2,27.200000000000003,True,10.974555788098746,1,False,False,False,True,True,False,False,False,False,False,False,True,-0.7771615587901651,-1.738317481414116,0.4629968005184481,21
CUST-00042,2022-04-05,startup,1-10,Retail,Basic,24,annual_upfront,0.25,18.0,True,61.65551924727751,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,0.5314978849144968,0.48194313864193167,22
CUST-00043,2023-01-25,startup,1-10,Other,Basic,39,annual_upfront,0.25,29.25,False,40.64852701400317,1,False,False,False,True,True,False,False,False,False,True,False,False,-0.7005727895937203,-0.40932862107404105,0.4689553017769613,23
CUST-00045,2023-01-03,mid_market,51-200,Retail,Enterprise,179,annual_upfront,0.25,134.25,False,54.74262796849415,1,False,True,False,False,False,True,False,False,False,False,True,False,1.443912747906735,0.2218947167943817,0.5504861102151599,24
CUST-00047,2023-09-11,mid_market,51-200,Retail,Enterprise,229,early_bird,0.15,194.65,False,65.09255666436577,1,False,True,False,False,False,True,False,False,False,False,True,False,2.2098004398711835,0.6854302455381667,0.5174427457888082,25
CUST-00057,2023-10-06,startup,1-10,Finance,Basic,29,early_bird,0.15,24.65,False,32.60284833808698,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.8537503279866099,-0.7696652020044018,0.48701859796063307,26
CUST-00058,2023-09-26,startup,1-10,Healthcare,Basic,34,seasonal,0.2,27.200000000000003,False,36.06759191725983,1,False,False,False,True,True,False,False,False,True,False,False,False,-0.7771615587901651,-0.6144919835092699,0.4653241093300926,27
CUST-00060,2023-08-15,mid_market,51-200,Finance,Pro,69,retention,0.3,48.3,False,43.98792153292683,1,False,True,False,False,False,False,True,True,False,False,False,False,-0.24104017441505124,-0.259769329459712,0.5025110469425728,28
CUST-00065,2023-11-09,smb,11-50,Finance,Basic,24,early_bird,0.15,20.4,False,17.13185749566326,1,False,False,True,False,True,False,False,True,False,False,False,False,-0.9303390971830547,-1.4625544122647236,0.511946406261424,29
CUST-00067,2022-10-24,startup,1-10,Technology,Basic,39,annual_upfront,0.25,29.25,True,47.971659175676834,1,False,False,False,True,True,False,False,False,False,False,False,True,-0.7005727895937203,-0.08135226120056413,0.46301427782198196,30
CUST-00072,2022-10-12,startup,1-10,Finance,Pro,99,retention,0.3,69.3,True,54.72116722221894,1,False,False,False,True,False,False,True,True,False,False,False,False,0.21849244076361776,0.22093356830107047,0.4858523794843542,31
CUST-00073,2023-04-10,startup,1-10,Other,Pro,79,seasonal,0.2,63.2,False,42.15237810098756,1,False,False,False,True,False,False,True,False,False,True,False,False,-0.08786263602216157,-0.34197661998873125,0.48633977585523097,32
CUST-00075,2023-01-09,startup,1-10,Finance,Basic,29,early_bird,0.15,24.65,False,2.591945639842545,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.8537503279866099,-2.113743993180797,0.48423490989638396,33
CUST-00076,2022-06-16,smb,11-50,Finance,Basic,34,early_bird,0.15,28.9,False,33.15828268142301,1,False,False,True,False,True,False,False,True,False,False,False,False,-0.7771615587901651,-0.7447893251180787,0.5066021294132457,34
CUST-00077,2023-01-15,smb,11-50,Healthcare,Basic,29,seasonal,0.2,23.200000000000003,False,75.68838923694094,1,False,False,True,False,True,False,False,False,True,False,False,False,-0.8537503279866099,1.159978911363117,0.4953158200189411,35
CUST-00078,2022-12-30,startup,1-10,Retail,Basic,24,early_bird,0.15,20.4,False,49.8496324370168,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,0.002755306517186387,0.4808486823237124,36
CUST-00079,2022-08-03,smb,11-50,Healthcare,Basic,24,annual_upfront,0.25,18.0,False,19.3990719423148,1,False,False,True,False,True,False,False,False,True,False,False,False,-0.9303390971830547,-1.3610141525986483,0.4935075232683846,37
CUST-00080,2023-11-18,mid_market,51-200,Other,Enterprise,249,annual_upfront,0.25,186.75,False,26.318741925112715,1,False,True,False,False,False,True,False,False,False,True,False,False,2.516155516656963,-1.0511073910681905,0.4993635428884223,38
CUST-00081,2022-10-01,smb,11-50,Technology,Pro,99,annual_upfront,0.25,74.25,False,75.61409802518143,1,False,False,True,False,False,False,True,False,False,False,False,True,0.21849244076361776,1.156651679153518,0.49207919015584395,39
CUST-00082,2023-12-20,startup,1-10,Retail,Pro,69,early_bird,0.15,58.65,True,62.75908419037255,1,False,False,False,True,False,False,True,False,False,False,True,False,-0.24104017441505124,0.5809225306712068,0.49590230148923414,40
CUST-00085,2022-03-15,startup,1-10,Other,Basic,39,annual_upfront,0.25,29.25,False,17.571673369467874,1,False,False,False,True,True,False,False,False,False,True,False,False,-0.7005727895937203,-1.4428566646178969,0.46682185110298585,41
CUST-00086,2023-09-16,startup,1-10,Healthcare,Pro,79,early_bird,0.15,67.14999999999999,False,49.18410229744501,1,False,False,False,True,False,False,True,False,True,False,False,False,-0.08786263602216157,-0.027051359229640356,0.48036058767661804,42
CUST-00089,2023-07-01,startup,1-10,Retail,Pro,99,annual_upfront,0.25,74.25,False,74.36126288785817,1,False,False,False,True,False,False,True,False,False,False,True,False,0.21849244076361776,1.1005417662379273,0.47649477392220935,43
CUST-00090,2022-09-08,startup,1-10,Finance,Basic,34,annual_upfront,0.25,25.5,True,18.64544727833737,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.7771615587901651,-1.394766250545997,0.48231038800064324,44
CUST-00092,2023-04-19,startup,1-10,Finance,Pro,79,seasonal,0.2,63.2,True,23.74213914056787,1,False,False,False,True,False,False,True,True,False,False,False,False,-0.08786263602216157,-1.1665040251119696,0.49664067288305147,45
CUST-00094,2022-10-04,mid_market,51-200,Healthcare,Pro,79,early_bird,0.15,67.14999999999999,False,33.097508600923305,1,False,True,False,False,False,False,True,False,True,False,False,False,-0.08786263602216157,-0.7475111743564783,0.4760325227718274,46
CUST-00095,2023-10-18,startup,1-10,Healthcare,Pro,79,early_bird,0.15,67.14999999999999,False,33.345887948908164,1,False,False,False,True,False,False,True,False,True,False,False,False,-0.08786263602216157,-0.7363871699521657,0.4788927233573664,47
CUST-00097,2023-07-25,smb,11-50,Other,Basic,34,annual_upfront,0.25,25.5,False,15.279521775138749,1,False,False,True,False,True,False,False,False,False,True,False,False,-0.7771615587901651,-1.5455137681071285,0.4929299265631398,48
CUST-00098,2022-08-13,mid_market,51-200,Healthcare,Enterprise,229,early_bird,0.15,194.65,False,10.986403377291246,1,False,True,False,False,False,True,False,False,True,False,False,False,2.2098004398711835,-1.7377868711382332,0.5049692535834351,49
CUST-00100,2022-11-29,smb,11-50,Other,Pro,99,early_bird,0.15,84.14999999999999,False,48.0161693702723,1,False,False,True,False,False,False,True,False,False,True,False,False,0.21849244076361776,-0.0793588120481532,0.49616515513152454,50
CUST-00101,2022-02-27,mid_market,51-200,Healthcare,Enterprise,229,retention,0.3,160.29999999999998,False,6.215910017461167,1,False,True,False,False,False,True,False,False,True,False,False,False,2.2098004398711835,-1.9514398562838786,0.5045264350663167,51
CUST-00102,2022-08-23,smb,11-50,Healthcare,Basic,39,retention,0.3,27.3,False,56.77513401100034,1,False,False,True,False,True,False,False,False,True,False,False,False,-0.7005727895937203,0.31292324373136876,0.48672908346429106,52
CUST-00103,2022-02-02,mid_market,51-200,Technology,Pro,79,seasonal,0.2,63.2,True,4.625955255094418,1,False,True,False,False,False,False,True,False,False,False,False,True,-0.08786263602216157,-2.0226481267086154,0.47338634679048064,53
CUST-00111,2022-08-06,startup,1-10,Retail,Basic,24,early_bird,0.15,20.4,True,34.504311777007345,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.6845055949726646,0.47942638153319744,54
CUST-00112,2023-11-03,startup,1-10,Healthcare,Basic,24,annual_upfront,0.25,18.0,False,8.692740748769571,1,False,False,False,True,True,False,False,False,True,False,False,False,-0.9303390971830547,-1.8405116483336297,0.46959856354157264,55
CUST-00113,2023-05-27,startup,1-10,Finance,Basic,34,annual_upfront,0.25,25.5,False,52.43815392944683,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.7771615587901651,0.11868573598350798,0.48544418901157654,56
CUST-00114,2023-02-10,startup,1-10,Retail,Basic,24,seasonal,0.2,19.200000000000003,False,47.744846025111045,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.09151039433973188,0.4806535786000469,57
CUST-00115,2023-10-21,startup,1-10,Healthcare,Pro,79,seasonal,0.2,63.2,False,29.49298974300279,1,False,False,False,True,False,False,True,False,True,False,False,False,-0.08786263602216157,-0.9089444174028373,0.4785356960944,58
CUST-00116,2023-04-15,startup,1-10,Finance,Basic,39,annual_upfront,0.25,29.25,True,41.2297141570381,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.7005727895937203,-0.3832993702876811,0.4809917558788992,59
CUST-00117,2022-05-27,smb,11-50,Retail,Enterprise,179,seasonal,0.2,143.20000000000002,True,33.24514471488011,1,False,False,True,False,False,True,False,False,False,False,True,False,1.443912747906735,-0.7408990916885133,0.5739127269037383,60
CUST-00120,2022-09-10,startup,1-10,Retail,Pro,89,seasonal,0.2,71.2,False,37.27804908957432,1,False,False,False,True,False,False,True,False,False,False,True,False,0.0653149023707281,-0.5602800249656029,0.47987971192745194,61
CUST-00123,2022-09-27,startup,1-10,Retail,Basic,39,seasonal,0.2,31.200000000000003,False,64.0967051226514,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.7005727895937203,0.6408296898722119,0.47194049817897293,62
CUST-00126,2023-08-21,startup,1-10,Finance,Basic,24,retention,0.3,16.799999999999997,False,30.47989748130116,1,False,False,False,True,True,False,False,True,False,False,False,False,-0.9303390971830547,-0.8647444220467397,0.4902368144596633,63
CUST-00129,2022-08-13,startup,1-10,Technology,Basic,34,annual_upfront,0.25,25.5,False,64.43146203639976,1,False,False,False,True,True,False,False,False,False,False,False,True,-0.7771615587901651,0.6558222301664152,0.4679356431470618,64
CUST-00130,2022-05-22,smb,11-50,Finance,Pro,79,early_bird,0.15,67.14999999999999,False,36.10608841784851,1,False,False,True,False,False,False,True,True,False,False,False,False,-0.08786263602216157,-0.612767865761263,0.5207287585073017,65
CUST-00132,2023-05-21,enterprise,200+,Finance,Enterprise,249,annual_upfront,0.25,186.75,False,11.417559433692215,1,True,False,False,False,False,True,False,True,False,False,False,False,2.516155516656963,-1.7184769651043272,0.4976034769275285,66
CUST-00135,2022-04-23,smb,11-50,Finance,Pro,79,seasonal,0.2,63.2,False,60.5369758784824,1,False,False,True,False,False,False,True,True,False,False,False,False,-0.08786263602216157,0.48140241014237506,0.5229924080769276,67
CUST-00136,2022-06-06,smb,11-50,Healthcare,Pro,89,seasonal,0.2,71.2,False,61.67120321993753,1,False,False,True,False,False,False,True,False,True,False,False,False,0.0653149023707281,0.5322003128029773,0.49762800685630965,68
CUST-00137,2023-10-05,mid_market,51-200,Technology,Pro,99,early_bird,0.15,84.14999999999999,False,58.53523020763527,1,False,True,False,False,False,False,True,False,False,False,False,True,0.21849244076361776,0.3917515279757357,0.46475637370616485,69
CUST-00140,2023-03-09,startup,1-10,Retail,Basic,24,annual_upfront,0.25,18.0,False,35.164105961876785,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.6549558217005528,0.47948752871034783,70
CUST-00141,2023-09-03,enterprise,200+,Finance,Pro,69,annual_upfront,0.25,51.75,True,64.17441540763146,1,True,False,False,False,False,False,True,True,False,False,False,False,-0.24104017441505124,0.6443100498916418,0.49199563526318285,71
CUST-00145,2023-09-03,mid_market,51-200,Technology,Enterprise,229,annual_upfront,0.25,171.75,False,58.34262504222263,1,False,True,False,False,False,True,False,False,False,False,False,True,2.2098004398711835,0.3831254456314249,0.509354663943982,72
CUST-00146,2023-04-25,smb,11-50,Technology,Pro,79,retention,0.3,55.3,True,39.49395751173965,1,False,False,True,False,False,False,True,False,False,False,False,True,-0.08786263602216157,-0.4610375748677656,0.5023932653741633,73
CUST-00147,2023-06-26,smb,11-50,Healthcare,Pro,99,seasonal,0.2,79.2,False,30.38184125454767,1,False,False,True,False,False,False,True,False,True,False,False,False,0.21849244076361776,-0.8691360025349154,0.48789173046168677,74
CUST-00149,2023-07-21,smb,11-50,Healthcare,Basic,34,early_bird,0.15,28.9,False,25.99132540424534,1,False,False,True,False,True,False,False,False,True,False,False,False,-0.7771615587901651,-1.0657711819579043,0.48728793019823075,75
CUST-00151,2023-11-28,smb,11-50,Finance,Pro,99,retention,0.3,69.3,True,37.949186818892,1,False,False,True,False,False,False,True,True,False,False,False,False,0.21849244076361776,-0.5302222157419253,0.5072433481033328,76
CUST-00154,2023-07-04,smb,11-50,Retail,Pro,99,seasonal,0.2,79.2,False,35.49113564374712,1,False,False,True,False,False,False,True,False,False,False,True,False,0.21849244076361776,-0.6403093559175427,0.495821351791409,77
CUST-00155,2022-10-01,smb,11-50,Retail,Basic,24,early_bird,0.15,20.4,False,49.08118465360384,1,False,False,True,False,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.03166066484485766,0.5037201461585831,78
CUST-00156,2023-10-19,mid_market,51-200,Retail,Enterprise,249,early_bird,0.15,211.65,False,73.77126791529032,1,False,True,False,False,False,True,False,False,False,False,True,False,2.516155516656963,1.074118044915625,0.5045874759755968,79
CUST-00161,2022-06-11,smb,11-50,Healthcare,Basic,39,early_bird,0.15,33.15,False,81.56075935075808,1,False,False,True,False,True,False,False,False,True,False,False,False,-0.7005727895937203,1.4229809344372661,0.4890286473291932,80
CUST-00162,2023-04-10,startup,1-10,Retail,Basic,29,early_bird,0.15,24.65,False,12.762562016299317,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.8537503279866099,-1.6582392087283606,0.47400290215525137,81
CUST-00165,2023-05-28,mid_market,51-200,Healthcare,Enterprise,179,annual_upfront,0.25,134.25,False,60.79682741684813,1,False,True,False,False,False,True,False,False,True,False,False,False,1.443912747906735,0.4930402120800145,0.5436517765120591,82
CUST-00166,2022-07-02,startup,1-10,Retail,Basic,24,early_bird,0.15,20.4,False,34.00942635481612,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.7066697066862556,0.47938051786782987,83
CUST-00167,2023-06-04,smb,11-50,Healthcare,Pro,99,annual_upfront,0.25,74.25,True,32.787174600556355,1,False,False,True,False,False,False,True,False,True,False,False,False,0.21849244076361776,-0.7614099015046806,0.4881148958529551,84
CUST-00170,2022-11-02,smb,11-50,Retail,Basic,24,early_bird,0.15,20.4,False,98.74937633866452,1,False,False,True,False,True,False,False,False,False,False,True,False,-0.9303390971830547,2.192796350367784,0.5083302835353877,85
CUST-00171,2023-10-17,smb,11-50,Finance,Basic,29,early_bird,0.15,24.65,False,66.59356112686434,1,False,False,True,False,True,False,False,True,False,False,False,False,-0.8537503279866099,0.7526547567030198,0.5131203654355125,86
CUST-00172,2023-06-04,mid_market,51-200,Finance,Enterprise,229,retention,0.3,160.29999999999998,False,52.50485768846331,1,False,True,False,False,False,True,False,True,False,False,False,False,2.2098004398711835,0.12167315387917302,0.5274480651211186,87
CUST-00173,2023-09-16,smb,11-50,Retail,Pro,99,retention,0.3,69.3,False,55.826957037440025,1,False,False,True,False,False,False,True,False,False,False,True,False,0.21849244076361776,0.27045785795945754,0.49770910271909946,88
CUST-00174,2022-07-23,startup,1-10,Finance,Pro,79,seasonal,0.2,63.2,False,73.11360792526047,1,False,False,False,True,False,False,True,True,False,False,False,False,-0.08786263602216157,1.044663854440504,0.5012239138731199,89
CUST-00178,2023-07-07,startup,1-10,Technology,Enterprise,179,retention,0.3,125.3,False,63.90748532395681,1,False,False,False,True,False,True,False,False,False,False,False,True,1.443912747906735,0.6323552257465147,0.5467481243910609,90
CUST-00179,2023-06-28,mid_market,51-200,Technology,Enterprise,229,seasonal,0.2,183.2,False,46.09063433026641,1,False,True,False,False,False,True,False,False,False,False,False,True,2.2098004398711835,-0.1655964982304587,0.508217628470331,91
CUST-00183,2023-05-16,smb,11-50,Technology,Basic,39,early_bird,0.15,33.15,False,45.983384608811065,1,False,False,True,False,True,False,False,False,False,False,False,True,-0.7005727895937203,-0.17039982178980434,0.48571814864558277,92
CUST-00184,2022-01-20,startup,1-10,Retail,Basic,29,early_bird,0.15,24.65,False,66.40475622962639,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.8537503279866099,0.7441988744991626,0.47897160617236817,93
CUST-00185,2022-04-25,smb,11-50,Other,Pro,79,annual_upfront,0.25,59.25,True,60.1488472229872,1,False,False,True,False,False,False,True,False,False,True,False,False,-0.08786263602216157,0.4640195443437589,0.5109575279099658,94
CUST-00186,2023-01-07,smb,11-50,Healthcare,Pro,89,annual_upfront,0.25,66.75,False,43.10656589954528,1,False,False,True,False,False,False,True,False,True,False,False,False,0.0653149023707281,-0.2992420313048744,0.4959046725197559,95
CUST-00187,2022-11-11,startup,1-10,Other,Basic,29,retention,0.3,20.3,False,68.93262745900334,1,False,False,False,True,True,False,False,False,False,True,False,False,-0.8537503279866099,0.857413000058582,0.4783884288653403,96
CUST-00188,2022-09-03,enterprise,200+,Finance,Enterprise,229,annual_upfront,0.25,171.75,False,25.855905843359132,1,True,False,False,False,False,True,False,True,False,False,False,False,2.2098004398711835,-1.0718361298046155,0.5126090290941967,97
CUST-00189,2022-03-01,startup,1-10,Healthcare,Basic,39,early_bird,0.15,33.15,False,62.617931593141286,1,False,False,False,True,True,False,False,False,True,False,False,False,-0.7005727895937203,0.5746008210523521,0.46437658622574646,98
CUST-00190,2022-09-04,startup,1-10,Healthcare,Basic,39,annual_upfront,0.25,29.25,False,55.61787999320054,1,False,False,False,True,True,False,False,False,True,False,False,False,-0.7005727895937203,0.26109406028533494,0.46373011036881573,99
CUST-00197,2022-05-09,mid_market,51-200,Technology,Pro,79,retention,0.3,55.3,False,72.05124930090304,1,False,True,False,False,False,False,True,False,False,False,False,True,-0.08786263602216157,0.9970846892957754,0.47963173054116404,100
CUST-00198,2022-05-12,startup,1-10,Technology,Pro,79,annual_upfront,0.25,59.25,False,27.274476556406945,1,False,False,False,True,False,False,True,False,False,False,False,True,-0.08786263602216157,-1.0083035253920505,0.47832027255415804,101
CUST-00203,2022-09-29,mid_market,51-200,Other,Basic,39,early_bird,0.15,33.15,False,89.7206054090672,1,False,True,False,False,True,False,False,False,False,True,False,False,-0.7005727895937203,1.7884306557107013,0.47066158301685956,102
CUST-00204,2023-06-25,enterprise,200+,Technology,Pro,89,seasonal,0.2,71.2,False,37.70788087998699,1,True,False,False,False,False,False,True,False,False,False,False,True,0.0653149023707281,-0.5410294279717031,0.4573123991890151,103
CUST-00206,2023-03-10,smb,11-50,Other,Basic,29,annual_upfront,0.25,21.75,False,44.9003388299831,1,False,False,True,False,True,False,False,False,False,True,False,False,-0.8537503279866099,-0.21890548907454566,0.499096213960327,104
CUST-00213,2023-11-19,startup,1-10,Technology,Basic,29,retention,0.3,20.3,False,28.619091776631784,1,False,False,False,True,True,False,False,False,False,False,False,True,-0.8537503279866099,-0.9480831175633014,0.46802767284831065,105
CUST-00216,2023-03-25,smb,11-50,Technology,Pro,89,annual_upfront,0.25,66.75,False,92.54960258929248,1,False,False,True,False,False,False,True,False,False,False,False,True,0.0653149023707281,1.915131113490035,0.5004846442304812,106
CUST-00218,2023-04-08,smb,11-50,Finance,Pro,79,seasonal,0.2,63.2,False,26.14598266711701,1,False,False,True,False,False,False,True,True,False,False,False,False,-0.08786263602216157,-1.0588446476574427,0.5198056529978545,107
CUST-00221,2022-08-19,mid_market,51-200,Finance,Enterprise,199,seasonal,0.2,159.20000000000002,False,27.385568950114337,1,False,True,False,False,False,True,False,True,False,False,False,False,1.7502678246925145,-1.0033281025684024,0.5455192461516427,108
CUST-00223,2022-12-13,startup,1-10,Finance,Pro,89,retention,0.3,62.3,False,74.23615487889067,1,False,False,False,True,False,False,True,True,False,False,False,False,0.0653149023707281,1.0949386351641872,0.49449440224954044,109
CUST-00225,2023-08-26,startup,1-10,Retail,Basic,29,early_bird,0.15,24.65,True,42.27188697809393,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.8537503279866099,-0.3366242535940551,0.47673568215319856,110
CUST-00226,2023-07-22,startup,1-10,Retail,Basic,24,annual_upfront,0.25,18.0,False,32.4469764121065,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.9303390971830547,-0.7766461366319507,0.47923571960238964,111
CUST-00227,2022-08-24,smb,11-50,Finance,Basic,24,early_bird,0.15,20.4,True,24.721592984168517,1,False,False,True,False,True,False,False,True,False,False,False,False,-0.9303390971830547,-1.1226378624924478,0.5126505566178536,112
CUST-00229,2022-08-14,smb,11-50,Retail,Basic,29,seasonal,0.2,23.200000000000003,False,42.4231153877886,1,False,False,True,False,True,False,False,False,False,False,True,False,-0.8537503279866099,-0.32985128511197653,0.4996851544145838,113
CUST-00231,2022-03-14,smb,11-50,Technology,Pro,79,early_bird,0.15,67.14999999999999,False,45.79963443797731,1,False,False,True,False,False,False,True,False,False,False,False,True,-0.08786263602216157,-0.17862932124791744,0.5029786223532058,114
CUST-00233,2023-10-09,smb,11-50,Other,Basic,34,annual_upfront,0.25,25.5,False,41.99861383117391,1,False,False,True,False,True,False,False,False,False,True,False,False,-0.7771615587901651,-0.348863160389575,0.4954099936161148,115
CUST-00235,2022-08-23,enterprise,200+,Other,Enterprise,179,early_bird,0.15,152.15,True,32.67260856439744,1,True,False,False,False,False,True,False,False,False,True,False,False,1.443912747906735,-0.7665408960948349,0.5353418890627752,116
CUST-00237,2022-02-02,smb,11-50,Healthcare,Pro,89,early_bird,0.15,75.64999999999999,True,50.33862732106186,1,False,False,True,False,False,False,True,False,True,False,False,False,0.0653149023707281,0.02465560252784812,0.4965760073071285,117
CUST-00241,2022-09-01,mid_market,51-200,Technology,Basic,34,early_bird,0.15,28.9,False,30.270047759890662,1,False,True,False,False,True,False,False,False,False,False,False,True,-0.7771615587901651,-0.8741428251110576,0.46195100679205026,118
CUST-00245,2022-08-08,startup,1-10,Retail,Basic,34,annual_upfront,0.25,25.5,False,30.40631669111582,1,False,False,False,True,True,False,False,False,False,False,True,False,-0.7771615587901651,-0.8680398370670916,0.47222899435796867,119
CUST-00246,2023-07-07,startup,1-10,Technology,Enterprise,199,early_bird,0.15,169.15,True,21.68907883930426,1,False,False,False,True,False,True,False,False,False,False,False,True,1.7502678246925145,-1.258453102275052,0.5292644286407812,120
